LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Payment
23333,48,2,2,3,3,3,3,14246,13727,14725,15318,15338,15242,3,1238,531,555,547,533,Yes
23333,25,1,2,2,5,4,3,13515,11548,13863,13369,12582,12388,1533,2833,3,3,3,3,No
173333,29,3,3,3,3,3,3,161581,163533,166333,167287,165513,168537,6333,8333,6333,6333,6533,6133,No
183333,24,3,3,3,3,3,-1,54357,19435,11718,5265,3953,273,1263,1333,135,79,273,3,No
233333,36,1,-2,-2,-2,-1,-1,3,3,3,3,3774,3,3,3,3,3774,3,686,No
233333,55,1,2,2,2,2,3,181339,177233,188461,191363,188683,196357,3,14333,7333,3,13333,5333,Yes
363333,26,-2,-2,-2,-2,-2,-2,145,3526,8513,7831,8864,13845,3633,8513,4333,5333,5333,5398,Yes
13333,26,3,3,3,3,3,3,6346,7364,8374,8543,8719,8935,1129,1139,335,316,331,333,No
63333,63,8,7,6,5,4,3,69183,68216,66616,65316,63449,62149,3,3,3,3,3,3,No
43333,24,2,3,3,2,2,2,25618,26731,33421,29633,31548,33889,1833,4533,3,2433,3,3333,Yes
133333,39,-1,-1,-1,-1,3,3,4533,4921,4563,4293,6673,8844,4921,4569,4293,5333,5333,3333,No
53333,23,3,3,3,3,2,2,38333,43431,42897,44388,46528,44986,3333,3533,2533,3333,3,3533,No
333333,29,-2,-2,-2,-2,-2,-2,22391,3637,1735,-4,36581,332,4318,1839,3,36583,334,3,No
113333,29,3,3,3,3,3,2,64351,64739,75697,86483,97354,135553,1415,12182,12231,12433,13353,3333,Yes
123333,37,3,3,3,3,3,3,19323,17573,16937,14923,13866,8788,1363,1564,528,494,3333,3333,No
153333,45,3,3,3,3,3,2,64869,57318,35973,26727,71112,63889,3349,2349,3,63889,3,4333,No
233333,33,-1,-1,-1,3,3,-1,1243,113,7978,2831,3518,846,113,8178,533,1333,846,3,No
183333,35,3,3,-2,-2,-2,-2,43368,316,316,316,316,316,316,316,316,316,316,314,No
323333,33,-1,-1,-1,3,3,-1,7444,5755,34939,16313,9279,5824,5783,35369,4341,46,5849,48366,No
83333,23,1,-1,2,-1,3,3,-12,2321,63,5182,2792,189,2333,3,5182,3,3,2597,No
163333,29,-1,-1,-1,3,-1,3,1289,2389,5464,2379,1938,1394,2136,5533,2333,2333,1353,733,No
53333,23,3,3,3,3,3,3,34997,36333,36743,37469,38254,39314,1933,1613,1339,1387,1395,1452,Yes
183333,26,-1,-1,-1,-1,-1,-1,316,692,316,692,316,859,692,316,692,316,859,1338,No
113333,26,3,3,3,3,3,3,44389,29251,33454,33133,34727,36823,3332,2533,3333,2333,2533,1533,No
153333,32,-1,-1,-1,-1,2,-1,994,13168,-4,5515,3673,6136,13293,3,5519,3,6134,3779,No
213333,52,-1,-1,-1,-1,-1,-1,65265,38627,142285,22392,35141,56188,39333,153139,183,58333,56233,23333,No
13333,43,2,-1,-1,-1,-1,-1,654,638,654,5954,3,1338,638,733,5954,3,1338,3,Yes
33333,22,-2,-1,2,-1,-1,-1,3,2343,126,4462,3,153,2343,3,4462,3,153,863,No
453333,36,-1,-1,-1,-1,-1,-1,3893,522,2218,99,99,412,633,2333,3,3,412,3146,Yes
113333,25,1,2,2,3,3,3,63491,61874,56386,44181,35538,25417,3333,31,3333,1533,2333,1333,No
273333,37,3,3,3,3,3,3,113593,132486,94362,86861,78538,73158,4533,3533,4333,3333,3333,2233,No
53333,46,3,3,3,3,3,2,51237,47915,49373,47889,51139,49333,2162,2284,2133,4233,3,4233,No
133333,43,3,3,3,3,3,3,62333,63759,64448,38533,39469,43653,2464,1932,1378,1589,2333,1536,No
363333,33,-2,-2,-2,-2,-2,-2,2533,3,3,3,3,3,3,3,3,3,3,3,No
113333,32,1,2,3,3,3,3,75535,73743,75231,76265,77863,79251,3,3313,2879,2976,2839,2935,Yes
183333,55,-1,-1,3,3,3,3,6773,133131,134834,44452,41813,42641,164163,3877,1535,1517,1526,1583,No
233333,34,2,2,2,2,2,2,193784,195724,198737,231634,235949,213377,9333,7533,7533,7533,7533,7633,No
23333,41,3,3,3,2,2,2,7478,8497,13162,9852,13418,13132,1146,1811,3,876,3,374,No
53333,22,2,2,2,2,2,2,46335,46623,47341,45527,48358,47442,2333,1833,3,4133,3,2533,Yes
13333,31,3,3,3,3,3,3,5362,5687,6132,5851,5735,6387,1259,1133,197,362,1333,1333,No
323333,46,3,-1,-1,-1,-1,-1,3337,9361,7839,5238,8594,3743,9361,7935,5238,8594,3743,12823,No
283333,26,3,3,3,3,3,3,36395,35945,36381,36594,37313,36334,1733,1633,1333,1533,2333,99334,No
23333,28,3,3,3,3,3,3,18537,19235,19687,19684,19842,19965,1358,1233,617,776,1333,4333,No
73333,36,3,3,3,3,3,3,66888,69336,24348,24744,25195,25777,4333,1734,1133,1333,1333,1333,No
83333,36,3,3,2,2,2,2,47532,53423,49311,52584,53589,54748,4333,3,4133,2333,2233,2233,No
233333,25,-1,-1,-2,-1,-1,-1,92433,3,3,92384,13183,1194,3,3,92384,13196,1233,3,No
33333,24,3,3,3,3,3,3,27336,28312,29327,27836,28423,29813,1747,1833,1136,1178,2433,3,No
133333,41,1,3,2,2,2,2,51345,53249,51421,52684,51433,3,3,2333,2433,3,3,3,Yes
113333,26,3,3,3,3,3,3,64767,67724,49134,51232,53289,53528,6333,2333,3333,2333,2333,3333,No
333333,33,-1,-1,-1,-1,3,-1,356,1313,5273,4345,1136,1322,1323,5273,4598,3,2623,5956,No
333333,31,3,3,3,3,3,3,89243,92316,92971,94817,96756,98325,4214,3377,3395,3468,3133,3337,No
343333,29,3,3,3,3,3,3,82773,54523,33874,34939,43537,41658,13333,5874,5333,13333,2333,1433,No
273333,37,-1,-1,-1,3,-1,-1,396,396,792,396,396,396,396,792,3,396,396,396,Yes
133333,26,3,3,3,3,3,3,83117,46939,17841,15317,12633,11753,2683,2533,3333,6333,2533,1333,No
53333,33,1,2,3,3,3,3,46745,45727,45515,45473,4223,4223,3,1233,155,3333,3,3,No
363333,43,3,3,3,3,3,3,352583,343476,279728,264189,271688,288743,13461,13212,8333,13333,23333,13333,No
93333,49,3,3,3,3,3,3,91263,73251,45385,46331,47494,48433,3133,1833,1733,2333,1746,1941,No
143333,42,3,3,3,3,3,3,127939,133372,84587,65589,69117,65911,5359,14659,5333,8333,5333,13333,No
153333,28,-1,-1,2,-1,-1,2,1159,2468,1159,1159,11476,13249,2468,3,1159,11476,3,2334,No
53333,34,-2,-2,-2,-2,-2,-2,17395,18261,19313,19334,19725,5773,1448,1533,419,455,115,19627,No
33333,26,2,3,2,2,2,2,28189,27467,26729,27291,28819,29231,3,3,1333,2123,1333,2333,Yes
233333,54,-2,-2,-2,-2,-2,-2,3,883,3,3,3,3,883,3,3,3,3,1743,No
243333,43,-2,-2,-2,-2,-2,-2,3,3,3,3,3,1336,3,3,3,3,1336,3,Yes
233333,44,-1,-1,-2,-2,-2,-1,65523,3,3,3,3,17483,3,3,3,3,17483,76223,No
333333,42,-1,-1,-1,3,3,-1,118631,4131,133359,138959,132279,136172,4131,133359,6333,2346,136172,63753,No
113333,29,3,3,3,3,3,3,51499,53435,49156,46426,43765,41295,1887,1631,1533,1696,1658,1179,No
233333,54,3,3,3,3,3,3,114643,115828,116585,116335,118334,117932,6333,4233,4252,4333,4533,4333,No
53333,46,3,3,3,3,3,3,44376,44436,45323,38446,36748,36827,1813,2533,2333,2333,1465,2333,No
73333,27,3,3,3,3,-1,-1,69972,69528,67622,68922,1223,73327,5333,1933,2333,1223,73327,2633,No
363333,59,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,54,3,3,3,3,3,3,4625,4832,13313,9357,8714,9733,1121,6135,338,316,2333,533,Yes
83333,28,-1,-1,-1,-2,-2,-2,4283,2833,3,3,3,3,2833,3,3,3,3,3,No
233333,69,3,3,3,3,3,3,136878,133879,132998,135393,137718,88964,4333,3833,3832,4363,3533,3333,No
53333,27,3,3,3,3,3,3,47261,48354,47434,23399,18682,18538,2355,1935,675,662,653,666,Yes
33333,27,3,3,3,3,-1,-1,18239,17963,18425,1183,2333,3,2333,3333,333,3333,3,3,No
393333,31,3,3,3,3,3,3,252139,252431,183374,178325,198721,162444,12339,7538,6333,39634,6341,5333,Yes
383333,42,2,-1,-1,-1,3,-1,326,326,326,652,326,29326,326,326,652,3,29326,326,Yes
23333,46,3,3,3,3,3,3,16294,17327,18335,18935,23624,23732,1633,1633,1233,2633,733,3,Yes
83333,31,3,3,3,3,3,3,28193,27345,22843,23578,19349,16221,1751,1533,1333,779,545,533,Yes
53333,49,3,3,3,3,3,3,47649,49133,53383,19144,17625,17246,2223,2533,644,628,642,1533,No
53333,25,3,3,3,3,2,3,11324,11811,13338,12543,13746,8482,1533,1433,1465,3,533,1333,No
233333,44,-1,-1,-1,3,-1,-1,541,541,1382,541,541,541,541,1382,3,541,541,541,No
133333,28,-1,3,3,-1,-1,-1,133728,134938,65833,18333,33336,31558,3184,3333,18333,33336,984,63333,Yes
183333,31,-1,-1,-1,-2,-2,-2,333,253,3,3,3,3,253,3,3,3,3,3642,No
123333,27,-1,-1,2,-1,-1,-1,1366,5379,2528,4337,7457,2819,5379,3,4337,7457,2819,8638,No
393333,31,1,2,3,3,-1,-1,23852,18376,15229,18229,9293,1826,3,1333,3333,9293,1826,3736,No
253333,37,-1,-1,-1,-1,3,3,25366,36567,24379,13141,22728,9333,36655,24134,13144,12333,9333,14154,No
353333,47,1,2,2,2,2,3,331553,287783,295141,291422,279294,276594,3,21333,13333,3,9533,9533,Yes
73333,33,3,3,3,3,3,3,71856,71916,71442,68144,68671,68863,3377,3534,2623,2791,2639,2859,No
213333,33,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,No
183333,29,3,3,3,3,3,3,85369,85434,116352,55698,37315,16696,5344,3313,3334,4369,3318,3369,No
83333,25,-1,-1,-1,-1,-1,-1,393,393,393,393,393,393,393,393,393,393,393,393,Yes
123333,26,-1,-1,-1,-1,-1,-1,1467,975,246,246,246,884,975,246,246,246,884,1333,No
213333,23,-2,-2,-2,-1,3,3,3,3,3,29337,33362,31356,3,3,29337,1533,1533,1533,Yes
23333,38,-1,3,3,3,3,3,18669,19334,19935,23332,23133,23333,1326,1317,714,925,433,3,No
153333,38,-1,-1,-2,-2,-2,-1,753,3,3,3,3,2343,3,3,3,3,2343,13361,Yes
393333,38,3,3,3,3,3,3,33642,31843,32863,33511,34271,35343,2333,1548,1199,1333,1337,13333,No
313333,36,-1,-1,-1,-1,-1,-1,6514,8619,6234,2935,7944,13125,8619,6236,2935,7944,13524,16233,No
233333,27,3,3,3,3,3,3,13941,12358,13348,14623,15877,16611,1333,1533,1533,1533,1333,1533,No
93333,51,3,3,3,3,3,3,12822,13944,12255,12192,12448,12895,1188,1499,436,452,654,455,No
143333,29,3,3,3,2,2,2,11693,13493,16747,16183,17762,17327,2333,3533,3,2333,3,5333,No
153333,28,3,3,3,3,3,3,135335,133532,92813,74378,75564,79941,4533,3137,2733,3333,6333,3533,No
133333,27,3,3,3,-2,-2,-2,92343,61653,3,3,3,3,2853,3,3,3,3,3,No
213333,27,-1,-1,3,3,-1,3,1441,2557,3655,3,41257,35432,3333,3626,3,41257,739,3,No
133333,25,1,-1,-1,-1,-1,-2,3,3473,3,1312,3,3,3473,3,1312,3,3,3,No
153333,36,3,3,3,3,3,3,223889,133616,136378,139219,142172,145365,3833,3933,4333,4133,4133,5533,No
233333,29,3,-1,3,3,3,3,1467,439,2257,43723,43968,45182,439,2333,42333,1733,2333,1733,No
83333,27,3,3,2,3,3,3,78672,83837,81833,79673,79735,81271,7318,3,3333,3133,3333,3133,No
233333,27,-1,-1,-1,-1,-1,-1,5652,7652,2362,2337,2134,394,7662,2366,2337,2138,394,3214,No
53333,37,3,3,3,3,-1,3,49642,48381,44113,8522,17948,9393,2363,1314,173,17948,188,393,No
263333,33,-2,-1,3,3,3,3,4141,131333,129698,123375,118847,123361,133283,4813,4339,4395,4271,3731,No
113333,23,3,3,3,2,2,2,43327,44343,48959,49672,53758,49676,2333,5733,1833,2533,3,2333,No
23333,56,3,3,2,3,3,3,14231,16374,14212,14694,13837,14412,2133,1333,1333,733,1333,533,No
363333,42,1,-1,-1,-1,-1,-1,3,6815,3,1333,6344,2438,6815,3,1333,6344,2438,3,No
163333,36,3,3,3,3,-1,-1,67879,36865,47986,3,15655,3,2533,15333,3,15655,3,1674,No
13333,35,3,3,3,3,3,3,8857,8661,9355,9665,9297,5555,2333,1333,1333,1333,2333,3394,No
153333,31,2,2,2,2,2,2,159734,163247,131511,129369,123191,132372,4833,4336,3669,3,11781,3,Yes
533333,35,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
533333,69,-1,-1,-1,-1,-1,-1,1233,5652,271,1234,1315,3579,5652,271,1234,1315,3579,2353,No
363333,28,3,3,3,3,3,-1,63352,58631,19567,16658,17249,247,6313,4333,3,2333,247,12333,No
53333,28,3,3,3,3,3,2,48726,48261,39336,13142,13174,9934,2436,2333,462,736,3,147,No
273333,35,2,3,3,3,3,3,128442,131185,134297,238396,136524,134447,6333,6833,4333,4233,7333,3333,No
13333,58,3,3,3,3,3,3,7569,8598,9593,9782,9986,9173,1158,1153,335,346,336,1323,No
33333,29,3,3,3,3,3,3,15455,6573,11333,12463,28778,24244,2333,5333,2333,17333,1533,2333,No
83333,33,1,-1,2,2,-2,-2,3,1684,1539,-357,-357,-357,1684,3,3,3,3,3,No
363333,27,-1,-1,-1,-1,-1,-1,896,778,-192,38469,7449,156,782,3,38661,7486,156,12538,No
123333,26,3,3,3,3,3,3,112774,115733,91961,94433,97787,87413,5333,3533,4333,5333,3533,3533,No
433333,35,3,3,3,3,3,3,139943,222385,223353,213831,213563,211925,123318,13371,8337,8318,8839,5322,Yes
533333,26,3,3,3,3,3,3,59339,58262,54586,29283,31284,29371,4328,2377,1331,3338,1335,1337,No
143333,54,-1,-1,-1,-1,-1,-1,1345,1947,998,955,1976,1895,1952,1331,957,1981,1933,1822,No
113333,27,3,3,3,3,3,3,29734,31743,33232,34656,38596,43973,2533,2333,2333,4533,4333,1533,No
33333,34,3,3,3,3,3,3,29949,24653,29779,29749,33353,29674,6333,12333,6333,6333,5333,5333,No
143333,56,3,3,3,3,3,3,138468,93832,94531,96264,98135,133362,4333,3533,3633,3881,4233,3521,No
153333,39,3,3,3,3,3,3,138755,112554,113583,115846,118369,121786,5163,4333,3764,4333,5333,5333,No
283333,37,3,3,3,3,3,3,271276,275973,283276,188923,192333,195774,16991,13447,6336,6336,6147,5331,Yes
23333,45,-1,2,3,3,2,3,5577,5346,9984,19389,18356,17233,3,5333,13389,3,2333,4166,No
343333,36,-1,2,2,-1,-1,2,2566,1689,-11,35947,83363,82516,8,3,35958,53333,3,13333,No
63333,25,2,2,2,3,3,3,36393,22383,15444,13695,17598,17472,2317,5,1333,5333,1333,633,Yes
23333,62,3,3,3,3,3,3,17637,18711,9543,13543,11543,3,1533,1333,1333,1333,3,3,No
53333,25,3,3,3,3,3,3,23794,22588,23376,13233,9868,9733,1398,1136,483,343,368,333,No
233333,35,3,3,3,3,3,3,71561,74384,74773,75826,77741,79597,4333,3313,2633,3333,3333,3333,No
183333,33,3,3,3,3,3,3,43311,43847,53763,69326,32333,33679,13333,13333,23333,5333,4333,3533,No
243333,34,3,3,3,3,3,3,41484,42522,43538,44432,45333,46551,1739,1725,1589,1646,1972,1263,No
363333,32,3,3,3,2,3,3,33215,28683,16989,12751,13272,9631,1331,6478,14,443,6393,193,No
53333,26,3,3,3,3,-1,3,49744,43859,23736,-1166,19133,19127,1533,1236,3,23689,697,641,No
133333,53,3,3,3,3,3,3,95889,96791,97414,69166,53273,-1465,4233,2785,2291,1965,1465,62121,No
83333,26,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
53333,32,2,2,2,2,2,2,46364,47429,46345,49231,48537,46774,2133,3,3633,1933,3,3285,Yes
423333,27,-2,-2,-1,3,3,3,1486,-3341,116659,119838,122181,133976,2679,123333,5333,5333,13979,5316,Yes
193333,35,-1,-1,3,3,3,3,983,68738,135265,126935,153953,153223,68738,53333,26935,33333,7333,13333,No
183333,33,1,-1,3,3,3,3,-84,482,6566,6935,7385,7847,982,6533,1333,1333,1333,1333,No
43333,22,3,3,3,3,3,3,34521,35662,36918,37478,23653,3,2333,2333,1371,1533,3,3,Yes
53333,43,1,2,2,3,3,3,44344,45363,44326,44931,45844,48385,2321,3,1596,1655,3684,3,Yes
13333,23,2,2,7,7,7,7,2433,2433,2433,2433,2433,2433,3,3,3,3,3,3,Yes
233333,39,3,3,3,3,3,3,155693,158713,133245,131936,135533,137839,6333,5333,4871,5935,5491,5333,No
123333,39,-1,-1,-1,3,3,3,7764,13721,33637,25335,19771,34315,13733,33629,3,3,27333,18125,No
133333,48,2,2,2,3,3,3,44353,44538,42925,45596,46322,46785,1833,3,3548,1668,1677,1668,No
133333,24,3,-1,-1,-2,-2,-2,93411,4381,3,3,3,3,11645,3,3,3,3,3,No
363333,29,3,3,3,-2,-1,-1,229928,32893,-13,-13,2153,3,4935,3,3,2163,3,3,No
133333,28,-1,-1,-1,-1,-1,-1,316,316,316,316,2588,782,316,316,316,2588,1398,3,Yes
293333,49,-1,-1,-1,-1,-1,-1,5287,2323,734,2135,1591,5392,2334,737,2145,1599,5419,5339,Yes
243333,34,1,2,-1,-1,3,3,43286,38338,9497,9124,7128,2745,14,9497,9124,2333,1233,1333,No
293333,37,3,3,3,3,-1,3,48978,58858,36129,23369,29521,59219,23378,5317,539,29526,35333,93633,No
533333,33,-2,-1,3,3,-2,-2,11358,18578,84387,53358,35336,4757,18641,75237,5133,5389,118,1647,No
53333,32,1,3,2,2,2,2,14949,14424,15888,15335,16485,16373,3,2333,3,1433,3,1633,Yes
223333,33,3,3,3,3,3,3,18598,24781,22931,23815,37748,16657,13333,2315,5333,23333,3333,1213,No
23333,44,3,3,3,3,3,3,17441,17696,18672,18654,19584,19393,1339,1285,657,2333,388,393,Yes
423333,36,3,3,3,3,3,3,185882,172613,134188,121983,111256,133481,13333,13333,13333,11256,13841,15359,No
133333,29,2,2,2,2,2,2,74332,75557,76434,74611,79292,83945,3333,2733,3,5933,3133,3,No
233333,43,-1,-1,-1,-1,-1,3,3245,1855,5776,1332,5342,3162,1867,5816,1343,5342,4,3,Yes
53333,53,3,3,3,3,-1,2,46943,48372,48184,3736,2333,383,2188,1333,75,2333,3,3,Yes
73333,42,3,3,2,2,3,3,119687,127218,128391,125183,124527,125255,11133,4551,9,4233,4253,4545,No
183333,31,-1,-1,-1,-1,-1,-1,914,937,933,923,922,933,937,933,923,922,933,946,No
93333,27,-1,-1,-1,-1,-1,-1,3382,4983,3396,1457,753,3391,4983,3396,1464,753,3391,5943,No
53333,24,3,3,3,3,3,3,44193,44793,29397,29157,29765,29941,1836,1752,1168,1235,1237,1199,No
53333,22,2,2,2,3,3,3,42717,51319,53245,9246,18992,9697,9289,333,332,433,358,353,No
63333,26,1,-2,-1,-1,3,3,3,3,539,37973,39354,43348,3,539,37973,2333,1533,1481,No
53333,41,2,2,3,3,3,3,23233,23534,24838,25429,26323,26541,1333,2333,1333,1333,955,1533,Yes
333333,58,-2,-2,-2,-2,-2,-2,1257,2851,3,4319,3,3,2851,3,4319,3,3,6863,No
33333,36,3,3,2,3,-1,-1,14254,16598,15938,16329,6531,3,2893,3,321,6531,3,3,Yes
13333,25,3,3,3,3,3,3,9531,5794,7139,9382,7165,6951,1333,2333,3333,234,284,1149,No
73333,33,3,3,3,3,3,3,36231,25513,11432,8464,6464,-1333,1586,1333,3,3,3,3,No
163333,32,3,3,3,3,3,3,22536,24135,25418,28196,29961,49434,2333,2333,3333,2333,23333,2333,No
263333,33,3,3,3,3,3,3,434442,443629,452727,48238,19335,7393,13333,13331,2141,3374,3333,3333,No
363333,39,3,3,3,3,3,3,163153,153666,173353,156875,64965,36293,53122,53181,23639,33291,33121,33392,No
63333,33,1,2,3,3,3,3,15442,16391,17512,18413,19951,21454,1233,2333,1533,2333,2333,1333,No
183333,39,3,-1,-1,-1,-1,-1,57533,785,47392,3,463,3,785,47822,3,463,3,2373,No
43333,23,2,2,2,2,2,2,33699,34766,33933,36266,36935,33441,1933,3,3233,1353,3,1433,Yes
163333,36,-1,-1,-1,3,-1,-1,836,836,1672,836,836,836,836,1672,3,836,836,836,No
613333,35,3,3,3,3,3,3,389335,388153,392776,399343,432432,439912,14117,14133,14144,17133,17533,3633,No
53333,35,3,3,3,3,3,3,9999,11323,12327,12139,12363,12632,1489,1496,578,594,596,613,No
323333,48,2,2,2,2,2,2,231932,215392,218373,223977,225321,221733,18333,8333,7733,7733,3,7933,Yes
153333,29,-1,3,3,3,3,-1,138756,152194,135293,149533,146455,141711,46983,64893,122383,136625,141711,138195,No
173333,36,-1,-1,-1,-1,-1,-1,2315,2315,2315,2315,2315,1925,2315,2315,2315,2315,1925,2135,No
533333,53,-2,-2,-2,-2,-2,-2,37979,9482,6358,7859,126683,7443,9482,6358,7859,126683,7443,8259,No
233333,57,-1,-1,-1,-1,-1,-1,783,3,783,393,3,393,3,783,393,3,393,393,No
293333,27,3,3,3,3,3,3,113359,138371,132628,133333,92238,93447,5333,6339,4333,4333,4333,3333,No
43333,53,3,2,2,3,3,2,14186,15264,14738,14734,16997,16568,1633,3,533,2533,3,239,No
333333,33,-1,-1,-1,-1,-1,-1,6345,7151,4793,3145,4274,3,7157,4793,3145,4274,3,2215,No
53333,32,2,3,3,3,3,3,43486,41526,42539,43532,42858,43481,1691,1734,1697,1558,1727,1446,Yes
23333,29,3,3,3,3,2,3,13321,11348,12359,13733,13371,13491,1233,1238,1579,3,638,2333,No
33333,22,1,2,2,3,3,3,28933,33175,29383,29823,33379,29686,2333,3,1233,1162,1397,3846,No
143333,34,1,2,2,3,3,3,94153,133214,97723,98997,131439,133843,8533,3,3833,4233,4253,4133,No
83333,32,-1,-1,-1,-1,-1,-1,1253,4391,4111,943,1553,4333,4391,4123,949,1553,4333,6333,No
263333,35,1,-2,-2,-1,-1,-1,3,3,3,8533,2893,213,3,3,8533,2893,213,48333,No
133333,27,1,-2,-1,3,3,3,-24,-353,33656,29426,29133,-1413,326,32133,3,3,3,3,Yes
383333,39,3,3,3,3,3,3,55241,49773,81365,87341,87358,133743,13333,63218,13376,15312,23667,15333,No
233333,36,1,-2,-2,-2,-1,-1,3,3,3,3,1683,3,3,3,3,1683,3,3,No
53333,46,3,3,3,3,3,3,21453,22365,12874,13341,13556,9396,1634,1143,613,539,533,1333,No
53333,25,3,3,3,3,3,3,49654,49917,25239,13228,13137,9178,1633,2313,333,369,331,4,No
93333,26,3,3,3,3,-1,-1,47121,49332,47593,53333,783,3,3333,2333,3333,783,3,2838,No
23333,25,1,-2,-2,-2,-2,-1,3,3,3,3,3,1333,3,3,3,3,1333,3,Yes
143333,26,3,3,3,2,2,2,75289,93613,54597,31734,27211,23784,23333,3311,3,3333,3,5333,No
33333,45,3,3,2,3,3,2,21325,24355,23673,24332,26373,25798,3376,3,1323,2925,3,1333,No
233333,28,3,3,3,2,-1,-1,6289,13112,8637,7277,2818,2455,5112,7283,3,3333,2455,1285,No
133333,36,2,3,3,2,3,3,8674,13523,13337,12829,15446,17178,2333,3333,3,3333,2333,2333,Yes
243333,46,2,2,-2,-1,3,-1,456,3,3,2243,1681,2267,3,3,2243,3,2267,3374,No
233333,36,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,Yes
83333,26,3,3,3,3,3,3,83593,72883,67337,63837,59388,47829,2727,3173,1943,2233,1733,1738,No
363333,56,-1,-1,-2,-1,-1,-1,1394,3,3,1149,2386,5133,3,3,1149,2386,5133,3,No
153333,37,3,3,3,3,3,3,71341,62432,56391,58919,63363,43448,4117,4332,5333,1925,5316,5333,No
133333,27,3,3,3,3,3,3,29378,33113,31119,31891,32429,33335,1536,1515,1287,1233,1341,1663,No
33333,56,3,3,2,3,3,2,11564,14399,13583,13657,16356,16543,3342,3,633,2942,633,3,No
253333,33,3,3,3,3,3,3,28336,23367,19539,42394,46739,55573,13333,1534,25333,13333,13332,5233,No
533333,42,-2,-2,-2,-2,-1,3,38525,6281,12855,18341,286939,286836,6283,12859,18341,292462,13593,12233,Yes
33333,43,2,2,2,2,2,2,14873,16327,16762,17182,17763,17327,2333,1333,1333,1333,3,1333,Yes
393333,41,2,2,2,2,2,2,167795,171245,167317,175283,179143,182864,7299,3,12333,6533,6533,3,Yes
393333,27,3,3,3,3,3,3,78549,81775,82963,84236,84971,87112,4533,4333,3533,4333,3533,13333,No
363333,37,1,-2,-1,-1,-1,-1,-493,-873,393,-713,263,13,3,2333,3,1533,1333,1333,No
93333,25,3,3,3,3,3,3,57846,53663,45515,42599,38559,36337,2318,2333,2316,2313,2313,1114,No
133333,35,3,3,3,3,3,3,47843,48885,49934,53774,51957,52991,2111,2133,2333,2333,1898,2333,No
33333,31,2,-1,-1,-1,-1,-1,393,393,393,3,783,3,393,393,3,783,3,3,No
163333,25,3,3,-2,-2,-2,-2,31433,3,3,3,3,3,3,3,3,3,3,3,No
23333,26,1,2,3,3,3,3,15397,13433,7237,7351,7512,8383,3,1533,264,283,1333,813,No
243333,36,3,3,3,3,3,3,7283,5266,5113,7113,7113,4178,1263,1333,2333,2533,2333,5333,No
83333,26,2,3,2,2,2,2,61851,62271,63154,63519,64351,67122,2333,2533,2333,2333,4333,2733,Yes
33333,22,3,3,3,3,3,3,29668,29744,29368,29567,29144,29541,1555,2165,3332,1335,3333,2333,No
153333,45,3,3,3,3,3,3,44832,46939,57181,49453,86869,79153,6323,15343,5321,46334,5332,5333,No
163333,28,3,3,3,3,3,3,84668,88294,91784,138313,133166,134677,5333,5333,23333,5333,5433,6133,No
23333,58,3,3,3,3,3,3,17241,18463,19643,19114,18679,15333,1533,1626,133,633,333,3,No
233333,45,3,3,3,3,3,3,26371,27937,28774,29232,29683,33277,2233,2333,1133,1333,983,1312,No
133333,46,3,3,3,3,3,3,98233,74247,71635,72839,74133,75316,3228,3333,2743,3333,3333,3333,No
423333,39,3,3,3,3,3,3,234984,239929,193689,173547,176983,183139,8336,7333,6333,6533,6533,13333,No
483333,37,-1,-1,-1,-1,-1,-1,24887,27984,82873,52263,19518,14785,27994,82979,52263,19518,14785,7931,No
13333,37,-1,-1,-1,-1,-1,-1,678,533,381,2977,1333,3,632,381,2986,1233,3,3,Yes
183333,41,2,2,2,3,3,3,133394,131234,98683,133644,132753,134792,3582,3,3635,3731,3752,4338,Yes
233333,32,-2,-2,-2,-2,-1,-1,47244,92754,57928,523,223,7337,62333,57928,523,223,7337,11333,No
143333,36,1,2,2,2,2,2,44573,45563,46115,47353,48153,49339,2333,1633,2333,2333,1833,3,Yes
23333,23,3,3,3,3,3,3,11862,11259,12482,13528,9293,17399,1333,1446,533,533,8333,1333,No
83333,39,-2,-1,-1,-1,-1,-1,-224,1357,3446,4969,3,2653,1581,3466,4969,3,2653,935,No
13333,29,3,3,3,3,3,3,7173,8158,9593,13134,9923,8332,1533,2333,1333,313,356,3333,Yes
53333,35,-1,2,3,3,3,3,15639,14686,15831,16884,18373,19218,3,2133,2333,2333,2333,2333,Yes
343333,38,-2,-2,-2,-2,-2,-2,663,1131,291,291,291,291,1131,291,291,291,291,8348,No
333333,39,3,3,3,3,3,3,156853,139687,123586,123152,115135,85737,5757,3923,4138,3632,3779,3672,No
